exposure_id,user_id,variant,day
2958,4556,B,1
2959,4557,A,1
2960,4559,B,1
2961,4560,A,2
2962,4561,A,0
2963,4563,A,2
2964,4564,B,1
2965,4565,A,0
2966,4566,B,2
2967,4568,A,1
2968,4569,A,1
2969,4570,B,0
2970,4573,A,0
2971,4575,A,2
2972,4577,A,0
2973,4581,B,0
2974,4582,A,2
2975,4583,A,2
2976,4584,B,0
2977,4585,A,1
2978,4586,A,0
2979,4587,A,1
2980,4588,A,0
2981,4591,A,2
2982,4592,B,0
2983,4595,A,2
2984,4596,A,1
2985,4597,A,2
2986,4599,A,1
2987,4600,A,1
2988,4601,A,1
2989,4605,B,1
2990,4606,B,2
2991,4611,A,1
2992,4613,B,2
2993,4615,A,1
2994,4616,A,2
2995,4617,A,0
2996,4618,A,0
2997,4619,B,1
2998,4620,B,0
2999,4621,A,2
3000,4622,B,0
3001,4623,A,0
3002,4624,A,2
3003,4625,A,2
3004,4627,A,1
3005,4628,B,1
3006,4629,A,0
3007,4630,B,0
3008,4631,A,0
3009,4633,A,2
3010,4634,B,2
3011,4635,A,2
3012,4636,A,1
3013,4638,A,2
3014,4640,A,2
3015,4641,B,0
3016,4643,B,1
3017,4644,B,0
3018,4647,B,2
3019,4648,B,2
3020,4650,B,2
3021,4652,A,1
3022,4653,B,1
3023,4656,A,2
3024,4657,A,1
3025,4659,A,0
3026,4660,B,1
3027,4661,B,1
3028,4662,B,0
3029,4663,B,1
3030,4664,B,1
3031,4665,A,1
3032,4666,B,0
3033,4667,A,0
3034,4668,B,0
3035,4669,A,1
3036,4670,B,0
3037,4671,A,1
3038,4674,A,1
3039,4675,A,1
3040,4676,B,1
3041,4677,B,0
3042,4678,A,1
3043,4679,A,1
3044,4681,B,2
3045,4683,B,0
3046,4684,A,1
3047,4685,A,2
3048,4687,A,1
3049,4689,A,0
3050,4691,A,0
3051,4692,B,2
3052,4693,A,1
3053,4694,A,2
3054,4696,A,1
3055,4698,A,2
3056,4699,A,1
3057,4700,B,1
3058,4701,B,1
3059,4702,A,1
3060,4703,A,0
3061,4705,B,2
3062,4706,B,1
3063,4707,B,1
3064,4708,A,2
3065,4710,B,0
3066,4711,A,0
3067,4712,B,2
3068,4713,B,1
3069,4715,A,0
3070,4716,A,2
3071,4718,A,2
3072,4719,A,1
3073,4720,A,1
3074,4722,B,2
3075,4725,A,0
3076,4726,A,0
3077,4727,B,1
3078,4730,B,0
3079,4731,A,2
3080,4735,B,1
3081,4736,B,0
3082,4738,A,2
3083,4741,A,1
3084,4742,B,1
3085,4744,A,1
3086,4746,B,1
3087,4747,B,0
3088,4748,B,2
3089,4749,B,1
3090,4750,A,2
3091,4751,B,1
3092,4752,B,0
3093,4755,B,1
3094,4757,A,2
3095,4758,A,0
3096,4759,A,1
3097,4761,B,0
3098,4762,A,1
3099,4764,B,0
3100,4765,A,1
3101,4767,B,1
3102,4769,A,2
3103,4771,B,1
3104,4772,A,0
3105,4775,B,2
3106,4776,A,2
3107,4777,A,2
3108,4778,A,2
3109,4780,A,1
3110,4781,B,2
3111,4782,A,0
3112,4783,B,2
3113,4785,A,1
3114,4786,A,1
3115,4787,B,1
3116,4788,B,1
3117,4789,A,1
3118,4790,B,1
3119,4791,B,1
3120,4792,A,2
3121,4793,A,1
3122,4795,A,1
3123,4797,A,0
3124,4798,B,0
3125,4802,A,2
3126,4803,A,2
3127,4804,B,0
3128,4805,B,2
3129,4806,A,1
3130,4808,A,1
3131,4810,B,2
3132,4811,B,0
3133,4812,A,1
3134,4813,A,0
3135,4815,B,2
3136,4817,B,1
3137,4819,B,1
3138,4820,B,2
3139,4825,A,2
3140,4826,B,1
3141,4827,A,1
3142,4830,B,1
3143,4831,B,2
3144,4832,B,0
3145,4833,A,1
3146,4834,B,1
3147,4835,A,1
3148,4836,A,1
3149,4838,B,1
3150,4842,A,2
3151,4844,A,1
3152,4847,A,0
3153,4848,A,0
3154,4849,A,1
3155,4850,B,2
3156,4853,A,2
3157,4854,A,2
3158,4855,A,1
3159,4857,A,1
3160,4858,A,0
3161,4860,A,1
3162,4861,A,2
3163,4863,B,2
3164,4864,A,0
3165,4865,A,1
3166,4866,B,0
3167,4867,A,1
3168,4868,B,0
3169,4869,B,0
3170,4870,B,1
3171,4872,A,1
3172,4874,B,0
3173,4876,B,2
3174,4877,B,2
3175,4880,A,0
3176,4881,B,0
3177,4882,B,2
3178,4883,B,1
3179,4884,B,0
3180,4885,B,0
3181,4887,A,2
3182,4888,A,2
3183,4890,A,2
3184,4891,A,2
3185,4892,B,2
3186,4893,A,0
3187,4896,B,2
3188,4897,A,2
3189,4898,B,0
3190,4899,A,0
3191,4900,A,2
3192,4901,A,2
3193,4906,B,2
3194,4909,B,2
3195,4911,A,1
3196,4912,A,0
3197,4913,B,0
3198,4915,B,1
3199,4920,A,0
3200,4921,A,2
3201,4922,A,0
3202,4923,A,1
3203,4925,A,1
3204,4927,A,0
3205,4929,A,1
3206,4931,B,2
3207,4932,B,2
3208,4933,A,1
3209,4934,A,0
3210,4935,A,1
3211,4936,A,1
3212,4937,B,2
3213,4938,B,1
3214,4940,B,2
3215,4941,B,2
3216,4942,A,1
3217,4944,A,1
3218,4945,A,1
3219,4946,A,2
3220,4947,B,0
3221,4949,B,2
3222,4950,B,0
3223,4953,B,0
3224,4954,B,2
3225,4957,A,0
3226,4958,B,2
3227,4960,A,0
3228,4962,A,2
3229,4963,B,2
3230,4965,A,0
3231,4967,B,0
3232,4968,B,1
3233,4970,A,0
3234,4971,B,1
3235,4974,B,0
3236,4977,A,0
3237,4980,B,2
3238,4981,B,0
3239,4983,A,0
3240,4985,B,0
3241,4987,B,2
3242,4988,B,0
3243,4989,B,1
3244,4990,A,2
3245,4993,B,2
3246,4994,B,0
3247,4995,A,1
3248,4996,A,2
3249,4998,B,2
3250,4999,A,2
3251,5000,B,0
3252,5001,A,0
3253,5003,A,0
3254,5004,A,1
3255,5006,B,0
3256,5008,A,0
3257,5010,A,1
3258,5011,A,1
3259,5012,B,2
3260,5013,B,2
3261,5018,A,0
3262,5019,A,0
3263,5020,A,1
3264,5021,A,1
3265,5023,A,1
3266,5024,B,2
3267,5027,B,1
3268,5031,B,1
3269,5032,A,0
3270,5033,A,0
3271,5035,B,0
3272,5036,A,2
3273,5037,B,1
3274,5038,A,2
3275,5039,A,1
3276,5040,B,2
3277,5043,B,2
3278,5046,B,0
3279,5047,A,1
3280,5050,A,2
3281,5051,B,2
3282,5052,B,2
3283,5053,A,2
3284,5054,A,1
3285,5057,A,0
3286,5058,A,2
3287,5059,A,2
3288,5060,A,0
3289,5061,A,1
3290,5062,A,2
3291,5064,B,0
3292,5066,B,2
3293,5067,B,0
3294,5068,A,2
3295,5069,B,2
3296,5071,A,0
3297,5072,B,0
3298,5073,A,1
3299,5075,A,0
3300,5076,B,2
3301,5078,A,0
3302,5079,B,2
3303,5080,A,2
3304,5081,B,2
3305,5084,A,2
3306,5085,B,2
3307,5086,B,1
3308,5087,A,1
3309,5088,B,2
3310,5089,A,0
3311,5090,A,2
3312,5093,B,0
3313,5094,B,2
3314,5095,B,2
3315,5096,B,2
3316,5098,A,1
3317,5099,B,0
3318,5102,A,0
3319,5103,B,1
3320,5104,A,0
3321,5106,B,0
3322,5107,B,0
3323,5108,A,1
3324,5109,A,1
3325,5110,A,2
3326,5111,B,0
3327,5112,A,2
3328,5115,A,0
3329,5116,A,1
3330,5117,B,0
3331,5118,A,1
3332,5121,A,0
3333,5122,A,1
3334,5128,B,2
3335,5131,B,1
3336,5134,B,1
3337,5136,B,1
3338,5138,B,2
3339,5139,A,0
3340,5140,A,2
3341,5142,B,0
3342,5144,B,2
3343,5145,A,2
3344,5146,A,0
3345,5148,B,2
3346,5150,B,0
3347,5151,B,1
3348,5152,A,1
3349,5153,A,0
3350,5154,B,0
3351,5155,A,2
3352,5157,A,1
3353,5158,A,0
3354,5161,B,0
3355,5162,A,2
3356,5164,A,0
3357,5165,A,1
3358,5166,B,2
3359,5167,A,0
3360,5168,B,1
3361,5169,A,1
3362,5171,B,1
3363,5172,B,1
3364,5173,B,0
3365,5174,B,2
3366,5175,B,0
3367,5177,B,2
3368,5178,A,2
3369,5180,A,2
3370,5181,A,1
3371,5183,B,1
3372,5184,A,2
3373,5185,A,2
3374,5187,A,0
3375,5188,B,1
3376,5189,A,2
3377,5190,B,2
3378,5191,B,2
3379,5192,B,1
3380,5194,A,1
3381,5195,B,0
3382,5196,B,1
3383,5200,B,2
3384,5201,B,2
3385,5202,A,0
3386,5204,A,0
3387,5205,B,1
3388,5206,B,0
3389,5207,B,2
3390,5208,B,1
3391,5210,A,1
3392,5211,B,0
3393,5212,A,2
3394,5214,A,1
3395,5215,B,0
3396,5217,B,2
3397,5219,B,1
3398,5222,A,2
3399,5224,A,0
3400,5225,A,2
3401,5227,B,1
3402,5228,A,0
3403,5229,B,1
3404,5230,B,2
3405,5231,A,2
3406,5232,A,1
3407,5233,A,0
3408,5234,B,0
3409,5235,A,1
3410,5236,A,1
3411,5237,A,2
3412,5238,B,2
3413,5240,A,2
3414,5241,A,1
3415,5242,A,0
3416,5243,A,2
3417,5245,A,1
3418,5247,A,0
3419,5248,B,1
3420,5249,A,0
3421,5251,B,2
3422,5254,B,0
3423,5255,B,1
3424,5256,A,1
3425,5257,B,1
3426,5258,A,2
3427,5260,A,2
3428,5261,A,2
3429,5265,B,2
3430,5267,B,1
3431,5268,B,2
3432,5270,B,2
3433,5271,B,2
3434,5274,A,0
3435,5275,A,1
3436,5276,B,2
3437,5278,B,1
3438,5280,B,1
3439,5282,A,1
3440,5283,B,2
3441,5287,B,2
3442,5288,B,0
3443,5289,A,1
3444,5292,A,1
3445,5296,B,0
3446,5297,B,0
3447,5298,B,0
3448,5299,B,0
3449,5301,A,1
3450,5303,A,1
3451,5304,A,2
3452,5306,A,0
3453,5307,A,1
3454,5308,B,0
3455,5309,B,0
3456,5314,B,1
3457,5315,A,2
3458,5316,B,2
3459,5317,B,1
3460,5319,A,0
3461,5320,B,1
3462,5321,B,1
3463,5323,B,0
3464,5324,A,2
3465,5325,B,0
3466,5326,B,2
3467,5327,B,2
3468,5328,B,0
3469,5330,A,0
3470,5333,B,1
3471,5336,B,0
3472,5338,B,1
3473,5339,A,0
3474,5342,B,2
3475,5343,A,0
3476,5344,A,1
3477,5346,A,0
3478,5347,A,2
3479,5349,B,2
3480,5350,B,1
3481,5354,A,0
3482,5356,B,1
3483,5357,A,1
3484,5358,A,2
3485,5359,A,2
3486,5360,A,1
3487,5361,A,1
3488,5362,B,0
3489,5364,B,2
3490,5365,B,2
3491,5368,A,1
3492,5369,A,0
3493,5370,B,1
3494,5371,B,1
3495,5373,B,2
3496,5374,A,2
3497,5375,A,2
3498,5377,B,1
3499,5379,A,0
3500,5380,B,2
3501,5381,A,2
3502,5382,B,2
3503,5383,A,2
3504,5384,B,1
3505,5385,B,2
3506,5386,A,2
3507,5387,A,2
3508,5388,A,0
3509,5389,A,1
3510,5391,B,1
3511,5393,A,1
3512,5394,B,2
3513,5397,B,1
3514,5398,A,0
3515,5399,A,1
3516,5400,B,1
3517,5402,A,1
3518,5404,B,0
3519,5406,A,1
3520,5408,B,2
3521,5409,B,1
3522,5410,B,0
3523,5412,B,1
3524,5413,B,1
3525,5414,A,1
3526,5417,A,0
3527,5418,B,0
3528,5419,A,2
3529,5420,A,2
3530,5423,A,2
3531,5425,A,1
3532,5426,A,0
3533,5427,A,2
3534,5428,A,0
3535,5429,B,2
3536,5430,B,2
3537,5431,B,1
3538,5432,A,0
3539,5436,A,0
3540,5437,A,2
3541,5438,A,1
3542,5441,B,2
3543,5442,A,2
3544,5444,B,0
3545,5445,A,2
3546,5449,B,2
3547,5451,A,1
3548,5453,A,2
3549,5454,B,2
3550,5455,A,0
3551,5456,B,1
3552,5458,B,2
3553,5461,A,1
3554,5462,B,2
3555,5463,B,2
3556,5464,B,2
3557,5465,A,0
3558,5466,A,1
3559,5467,A,1
3560,5469,A,0
3561,5471,A,2
3562,5475,B,0
3563,5478,B,1
3564,5479,B,2
3565,5480,B,0
3566,5484,A,2
3567,5485,A,2
3568,5486,B,0
3569,5488,B,0
3570,5489,B,0
3571,5490,B,2
3572,5492,B,2
3573,5493,A,0
3574,5494,A,0
3575,5496,B,2
3576,5497,B,1
3577,5498,A,1
3578,5500,A,0
3579,5503,A,2
3580,5504,B,1
3581,5505,B,1
3582,5506,A,2
3583,5509,B,0
3584,5511,B,1
3585,5513,B,2
3586,5514,B,1
3587,5515,A,2
3588,5516,B,0
3589,5517,A,1
3590,5518,B,0
3591,5519,A,1
3592,5520,A,2
3593,5523,A,1
3594,5525,A,2
3595,5527,B,0
3596,5528,A,0
3597,5531,A,2
3598,5532,B,2
3599,5533,A,2
3600,5534,A,0
3601,5536,B,1
3602,5537,B,2
3603,5539,A,0
3604,5541,B,0
3605,5542,A,0
3606,5543,B,2
3607,5544,A,0
3608,5545,A,2
3609,5546,B,1
3610,5547,B,1
3611,5548,A,1
3612,5549,B,2
3613,5551,A,1
3614,5552,A,1
3615,5553,A,2
3616,5556,A,0
3617,5557,A,1
3618,5558,B,2
3619,5560,A,0
3620,5562,A,2
3621,5564,B,1
3622,5566,B,2
3623,5567,B,2
3624,5568,A,0
3625,5569,A,0
3626,5570,B,2
3627,5571,A,2
3628,5572,B,1
3629,5573,A,2
3630,5574,A,1
3631,5578,A,2
3632,5579,B,1
3633,5580,B,1
3634,5581,A,1
3635,5584,A,2
3636,5585,A,1
3637,5587,A,1
3638,5589,A,1
3639,5590,B,0
3640,5592,A,0
3641,5595,B,1
3642,5596,A,1
3643,5597,A,1
3644,5599,B,1
3645,5601,A,2
3646,5602,B,1
3647,5603,B,1
3648,5605,A,2
3649,5606,A,2
3650,5607,B,1
3651,5609,A,2
3652,5611,B,1
3653,5613,A,1
3654,5615,A,0
3655,5617,A,2
3656,5618,A,2
3657,5619,A,1
3658,5620,B,2
3659,5621,B,2
3660,5622,B,0
3661,5624,A,0
3662,5625,A,1
3663,5626,B,0
3664,5627,B,0
3665,5628,B,0
3666,5633,B,1
3667,5634,B,0
3668,5636,A,2
3669,5637,A,2
3670,5638,A,2
3671,5639,B,0
3672,5640,B,2
3673,5642,B,2
3674,5645,B,2
3675,5646,A,0
3676,5647,B,2
3677,5648,B,0
3678,5649,B,2
3679,5650,B,2
3680,5651,A,1
3681,5652,B,2
3682,5654,B,2
3683,5655,A,0
3684,5656,B,0
3685,5657,A,1
3686,5658,A,1
3687,5659,B,1
3688,5660,B,2
3689,5661,A,2
3690,5662,B,0
3691,5663,A,2
3692,5665,B,2
3693,5666,B,0
3694,5667,B,1
3695,5668,A,1
3696,5669,A,0
3697,5670,A,0
3698,5671,B,1
3699,5672,A,0
3700,5673,B,1
3701,5674,B,2
3702,5675,B,1
3703,5676,A,1
3704,5677,A,1
3705,5678,A,0
3706,5679,B,1
3707,5682,B,0
3708,5683,B,2
3709,5685,B,2
3710,5686,A,2
3711,5687,B,2
3712,5688,B,2
3713,5689,B,1
3714,5690,B,2
3715,5692,B,1
3716,5695,B,2
3717,5696,A,1
3718,5697,A,0
3719,5698,B,2
3720,5699,A,1
3721,5700,B,0
3722,5701,A,2
3723,5702,A,0
3724,5703,B,2
3725,5704,B,2
3726,5705,A,2
3727,5707,A,2
3728,5710,A,0
3729,5711,B,2
3730,5712,A,2
3731,5715,B,1
3732,5716,A,1
3733,5718,B,0
3734,5719,B,1
3735,5720,B,2
3736,5722,A,0
3737,5723,B,2
3738,5724,A,0
3739,5725,B,2
3740,5727,B,0
3741,5730,A,0
3742,5732,A,0
3743,5735,A,0
3744,5737,A,1
3745,5738,A,2
3746,5740,B,2
3747,5742,B,0
3748,5744,A,1
3749,5745,A,1
3750,5746,A,1
3751,5747,B,0
3752,5749,A,1
3753,5750,A,0
3754,5751,A,2
3755,5752,B,2
3756,5753,A,1
3757,5755,A,1
3758,5756,B,1
3759,5759,A,0
3760,5760,A,2
3761,5761,B,1
3762,5762,B,2
3763,5763,B,0
3764,5764,B,0
3765,5765,B,2
3766,5772,B,2
3767,5773,B,0
3768,5774,A,1
3769,5778,A,1
3770,5779,B,0
3771,5780,A,0
3772,5781,A,1
3773,5782,B,1
3774,5783,A,0
3775,5785,A,0
3776,5786,A,0
3777,5788,B,1
3778,5789,A,0
3779,5791,A,2
3780,5792,A,1
3781,5793,B,1
3782,5795,B,2
3783,5796,B,2
3784,5801,A,0
3785,5803,A,1
3786,5804,A,0
3787,5806,B,2
3788,5807,A,0
3789,5809,B,2
3790,5810,B,2
3791,5811,B,2
3792,5812,A,1
3793,5813,A,1
3794,5814,A,2
3795,5815,B,0
3796,5819,B,2
3797,5820,A,1
3798,5823,B,0
3799,5825,B,2
3800,5826,A,0
3801,5828,B,0
3802,5830,B,1
3803,5832,B,1
3804,5833,A,0
3805,5834,B,0
3806,5835,B,0
3807,5838,B,2
3808,5840,B,2
3809,5842,A,2
3810,5843,A,0
3811,5844,B,2
3812,5845,B,2
3813,5846,A,1
3814,5847,B,0
3815,5848,A,0
3816,5850,B,1
3817,5851,A,2
3818,5852,A,1
3819,5853,A,0
3820,5854,A,1
3821,5855,A,2
3822,5857,A,0
3823,5860,B,0
3824,5861,B,1
3825,5862,B,2
3826,5863,A,0
3827,5864,B,2
3828,5865,B,1
3829,5866,A,0
3830,5867,B,1
3831,5868,B,2
3832,5869,A,2
3833,5870,A,0
3834,5874,B,1
3835,5875,A,0
3836,5878,B,2
3837,5879,B,0
3838,5880,A,1
3839,5882,A,2
3840,5883,A,0
3841,5884,B,0
3842,5886,A,1
3843,5887,A,1
3844,5888,A,0
3845,5889,B,2
3846,5890,A,1
3847,5891,B,0
3848,5892,A,2
3849,5894,A,1
3850,5895,B,1
3851,5896,B,2
3852,5897,B,2
3853,5898,A,1
3854,5901,B,1
3855,5902,B,2
3856,5903,A,0
3857,5904,B,0
3858,5905,B,0
3859,5906,B,1
3860,5907,A,2
3861,5909,B,1
3862,5910,A,1
3863,5911,A,1
3864,5913,A,0
3865,5914,B,1
3866,5915,B,0
3867,5916,B,1
3868,5917,A,1
3869,5919,B,2
3870,5920,B,2
3871,5921,A,1
3872,5922,A,0
3873,5923,A,0
3874,5925,B,0
3875,5926,A,2
3876,5927,B,2
3877,5930,A,1
3878,5931,B,0
3879,5933,B,2
3880,5934,A,1
3881,5935,A,2
3882,5936,A,0
3883,5938,A,0
3884,5939,A,2
3885,5940,A,1
3886,5941,A,2
3887,5942,A,1
3888,5945,B,0
3889,5946,A,2
3890,5947,A,1
3891,5948,A,0
3892,5949,B,2
3893,5951,A,1
3894,5952,A,1
3895,5953,A,1
3896,5954,A,0
3897,5956,A,1
3898,5957,A,0
3899,5958,A,2
3900,5960,B,1
3901,5962,B,2
3902,5964,B,1
3903,5968,A,2
3904,5970,B,1
3905,5971,B,1
3906,5972,A,0
3907,5973,B,2
3908,5975,A,1
3909,5979,B,2
3910,5984,A,1
3911,5985,A,1
3912,5988,B,2
3913,5989,B,0
3914,5990,B,0
3915,5991,A,0
3916,5993,A,2
3917,5996,A,2
3918,5997,B,1
3919,5999,B,0
41,66,B,2
131,192,A,0
141,209,B,2
169,254,B,0
200,312,B,1
202,314,B,2
208,324,B,2
222,352,B,1
260,414,B,1
263,417,B,1
265,420,A,2
272,434,B,0
281,444,B,0
303,480,B,1
313,495,A,0
319,504,A,2
321,506,B,2
323,508,A,2
352,560,B,0
387,612,B,2
405,640,B,1
407,642,A,1
409,651,A,2
453,728,B,1
467,745,B,2
527,834,A,2
551,870,B,0
553,872,B,2
555,874,B,2
566,890,B,2
573,901,B,1
574,903,B,1
592,934,B,1
595,937,B,1
635,1000,B,1
643,1014,B,0
680,1085,B,0
686,1098,B,0
701,1116,B,0
710,1138,B,2
714,1144,A,0
715,1145,B,2
743,1192,B,0
750,1200,B,2
782,1243,B,0
803,1271,B,1
816,1291,B,1
825,1304,B,0
828,1307,B,0
834,1317,B,2
835,1321,B,0
854,1347,B,1
870,1373,B,2
872,1375,B,2
878,1383,B,0
882,1394,B,1
883,1395,B,0
914,1438,B,1
929,1467,B,2
993,1571,B,0
1011,1597,B,2
1047,1648,B,2
1058,1667,A,2
1061,1673,B,0
1093,1720,B,2
1098,1727,B,0
1101,1732,B,0
1106,1738,B,0
1129,1773,A,2
1136,1782,A,1
1138,1785,B,1
1173,1837,B,1
1181,1848,B,0
1225,1923,B,2
1240,1941,A,0
1243,1946,A,1
1260,1972,A,0
1301,2036,B,2
1302,2037,B,1
1313,2063,B,1
1320,2072,B,2
1321,2074,B,1
1323,2076,A,2
1326,2079,B,1
1352,2112,A,0
1360,2121,B,1
1361,2124,B,1
1370,2145,A,1
1391,2168,B,2
1413,2202,B,0
1421,2211,B,2
1446,2244,A,2
1458,2265,B,0
1492,2314,B,2
1496,2321,B,1
1507,2343,A,1
1522,2367,B,0
1567,2435,B,1
1630,2527,B,0
1650,2558,A,0
1653,2564,B,2
1655,2567,B,2
1657,2569,B,0
1672,2592,B,2
1704,2642,B,2
1710,2653,B,0
1767,2740,A,2
1800,2797,B,0
1802,2800,B,1
1806,2808,A,1
1809,2812,A,0
1812,2818,A,1
1814,2821,B,0
1863,2884,B,0
1894,2936,B,0
1914,2963,A,0
1921,2971,B,1
1930,2983,B,1
1936,2997,B,0
1952,3020,B,0
1972,3051,B,0
1983,3068,B,0
2028,3142,B,2
2068,3216,B,0
2126,3311,B,1
2185,3398,B,2
2191,3406,B,0
2192,3407,B,2
2238,3469,B,0
2246,3485,B,0
2248,3487,B,1
2249,3489,B,0
2292,3567,B,1
2295,3572,B,0
2342,3640,B,2
2347,3646,B,0
2363,3673,B,0
2381,3700,A,1
2414,3750,A,0
2443,3800,B,1
2450,3813,B,2
2451,3817,B,0
2457,3828,B,0
2473,3849,B,1
2475,3854,B,1
2490,3872,B,1
2491,3873,A,0
2494,3879,B,1
2498,3884,A,1
2502,3889,B,0
2534,3932,B,2
2553,3961,B,2
2557,3967,B,1
2568,3985,B,1
2573,3992,B,0
2595,4023,B,0
2606,4047,B,1
2610,4051,B,0
2630,4080,B,0
2634,4085,A,1
2636,4087,B,1
2655,4116,B,2
2679,4150,A,2
2695,4172,B,0
2698,4176,B,2
2726,4218,B,0
2732,4225,A,1
2739,4237,B,2
2768,4281,B,1
2801,4326,B,1
2802,4327,B,2
2858,4415,B,1
2866,4427,B,2
2903,4476,B,0
2912,4486,B,2
2964,4564,B,1
2989,4605,B,1
2992,4613,B,2
3000,4622,B,0
3016,4643,B,1
3029,4663,B,1
3037,4671,A,1
3057,4700,B,1
3058,4701,B,1
3063,4707,B,1
3080,4735,B,1
3084,4742,B,1
3135,4815,B,2
3138,4820,B,2
3140,4826,B,1
3142,4830,B,1
3187,4896,B,2
3207,4932,B,2
3224,4954,B,2
3234,4971,B,1
3278,5046,B,0
3317,5099,B,0
3330,5117,B,0
3361,5169,A,1
3379,5192,B,1
3466,5326,B,2
3494,5371,B,1
3499,5379,A,0
3510,5391,B,1
3520,5408,B,2
3528,5419,A,2
3554,5462,B,2
3564,5479,B,2
3575,5496,B,2
3576,5497,B,1
3585,5513,B,2
3622,5566,B,2
3627,5571,A,2
3646,5602,B,1
3706,5679,B,1
3709,5685,B,2
3712,5688,B,2
3725,5704,B,2
3733,5718,B,0
3735,5720,B,2
3766,5772,B,2
3770,5779,B,0
3821,5855,A,2
3828,5865,B,1
3830,5867,B,1
3836,5878,B,2
3846,5890,A,1
3847,5891,B,0
3857,5904,B,0
3867,5916,B,1
3878,5931,B,0
3879,5933,B,2
